date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:58:53	99906/99906	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2005%20Aug%202022%2018:28:49%20GMT	https://static1.squarespace.com/static/ta/55dccaa0e4b0f748d9f6f215/961/scripts/site-bundle.js	C:/My%20Web%20Sites/Portfolio%20-%202/static1.squarespace.com/static/ta/55dccaa0e4b0f748d9f6f215/961/scripts/site-bundle.js	(from https://www.Sharonyeunkim.com/)
23:58:53	1219/1219	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:01%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	C:/My%20Web%20Sites/Portfolio%20-%202/assets.squarespace.com/universal/images-v6/damask/play-button.png	(from https://static1.squarespace.com/static/sitecss/5fbadc9cb343b8246f822c04/24/55dccafee4b04b8e0d7b6d4d/5fd805c68f52e72873cf9d15/961/site.css)
23:58:53	2909/2909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	C:/My%20Web%20Sites/Portfolio%20-%202/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from https://static1.squarespace.com/static/sitecss/5fbadc9cb343b8246f822c04/24/55dccafee4b04b8e0d7b6d4d/5fd805c68f52e72873cf9d15/961/site.css)
23:58:54	2968/2968	---M--	200	added ('OK')	image/png	etag:W/%22438bde0cc54e1a79932b42ff61cefe2f%22	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	C:/My%20Web%20Sites/Portfolio%20-%202/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from https://static1.squarespace.com/static/sitecss/5fbadc9cb343b8246f822c04/24/55dccafee4b04b8e0d7b6d4d/5fd805c68f52e72873cf9d15/961/site.css)
23:58:54	3097/3097	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	C:/My%20Web%20Sites/Portfolio%20-%202/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from https://static1.squarespace.com/static/sitecss/5fbadc9cb343b8246f822c04/24/55dccafee4b04b8e0d7b6d4d/5fd805c68f52e72873cf9d15/961/site.css)
23:58:54	3051/3051	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:56%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	C:/My%20Web%20Sites/Portfolio%20-%202/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from https://static1.squarespace.com/static/sitecss/5fbadc9cb343b8246f822c04/24/55dccafee4b04b8e0d7b6d4d/5fd805c68f52e72873cf9d15/961/site.css)
23:58:54	3420/3420	---M--	200	added ('OK')	image/png	etag:W/%22c82f5d8b858c4c36a7a83efdca60c293%22	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	C:/My%20Web%20Sites/Portfolio%20-%202/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from https://static1.squarespace.com/static/sitecss/5fbadc9cb343b8246f822c04/24/55dccafee4b04b8e0d7b6d4d/5fd805c68f52e72873cf9d15/961/site.css)
23:58:54	1042/1042	---M--	200	added ('OK')	image/png	etag:W/%221aa86877ee5560296905d582b0caa760%22	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	C:/My%20Web%20Sites/Portfolio%20-%202/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from https://static1.squarespace.com/static/sitecss/5fbadc9cb343b8246f822c04/24/55dccafee4b04b8e0d7b6d4d/5fd805c68f52e72873cf9d15/961/site.css)
23:58:55	990/990	---M--	200	added ('OK')	image/png	etag:W/%2267563b6d7b6ba29497749d732cefe29a%22	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	C:/My%20Web%20Sites/Portfolio%20-%202/assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from https://static1.squarespace.com/static/sitecss/5fbadc9cb343b8246f822c04/24/55dccafee4b04b8e0d7b6d4d/5fd805c68f52e72873cf9d15/961/site.css)
23:58:55	1057/1057	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	C:/My%20Web%20Sites/Portfolio%20-%202/assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from https://static1.squarespace.com/static/sitecss/5fbadc9cb343b8246f822c04/24/55dccafee4b04b8e0d7b6d4d/5fd805c68f52e72873cf9d15/961/site.css)
23:58:55	1048/1048	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	C:/My%20Web%20Sites/Portfolio%20-%202/assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from https://static1.squarespace.com/static/sitecss/5fbadc9cb343b8246f822c04/24/55dccafee4b04b8e0d7b6d4d/5fd805c68f52e72873cf9d15/961/site.css)
23:58:55	3072/3072	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	C:/My%20Web%20Sites/Portfolio%20-%202/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from https://static1.squarespace.com/static/sitecss/5fbadc9cb343b8246f822c04/24/55dccafee4b04b8e0d7b6d4d/5fd805c68f52e72873cf9d15/961/site.css)
23:58:55	3374/3374	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	C:/My%20Web%20Sites/Portfolio%20-%202/assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from https://static1.squarespace.com/static/sitecss/5fbadc9cb343b8246f822c04/24/55dccafee4b04b8e0d7b6d4d/5fd805c68f52e72873cf9d15/961/site.css)
23:58:56	3010/3010	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:06%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	C:/My%20Web%20Sites/Portfolio%20-%202/assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from https://static1.squarespace.com/static/sitecss/5fbadc9cb343b8246f822c04/24/55dccafee4b04b8e0d7b6d4d/5fd805c68f52e72873cf9d15/961/site.css)
23:58:56	3216/3216	---M--	200	added ('OK')	image/png	etag:W/%2270b0eb0e762d8cd79bb773aeeaff9c5a%22	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	C:/My%20Web%20Sites/Portfolio%20-%202/assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from https://static1.squarespace.com/static/sitecss/5fbadc9cb343b8246f822c04/24/55dccafee4b04b8e0d7b6d4d/5fd805c68f52e72873cf9d15/961/site.css)
23:58:56	561/561	---M--	200	added ('OK')	image/png	etag:%226c71aa26eaf5c7a5a14d8239e2b3e6e1%22	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/My%20Web%20Sites/Portfolio%20-%202/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/sitecss/5fbadc9cb343b8246f822c04/24/55dccafee4b04b8e0d7b6d4d/5fd805c68f52e72873cf9d15/961/site.css)
23:58:56	1672/1672	---M--	200	added ('OK')	image/png	etag:%22dea2b235f4b37c5774a8cb47f3424529%22	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/My%20Web%20Sites/Portfolio%20-%202/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/sitecss/5fbadc9cb343b8246f822c04/24/55dccafee4b04b8e0d7b6d4d/5fd805c68f52e72873cf9d15/961/site.css)
23:58:57	2320/2320	---M--	200	added ('OK')	image/png	etag:%22a1463ff63d2b0a139f48be2db0641717%22	https://static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/My%20Web%20Sites/Portfolio%20-%202/static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/sitecss/5fbadc9cb343b8246f822c04/24/55dccafee4b04b8e0d7b6d4d/5fd805c68f52e72873cf9d15/961/site.css)
23:58:57	361/361	---M--	200	added ('OK')	image/png	etag:%22e6aa6f7aada61660fea95ee320a8064a%22	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/My%20Web%20Sites/Portfolio%20-%202/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/sitecss/5fbadc9cb343b8246f822c04/24/55dccafee4b04b8e0d7b6d4d/5fd805c68f52e72873cf9d15/961/site.css)
23:58:57	3034/3034	---M--	200	added ('OK')	image/png	etag:%22a719c027f9edaea23e767d669b3e098f%22	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/My%20Web%20Sites/Portfolio%20-%202/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/sitecss/5fbadc9cb343b8246f822c04/24/55dccafee4b04b8e0d7b6d4d/5fd805c68f52e72873cf9d15/961/site.css)
23:58:57	365/365	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	C:/My%20Web%20Sites/Portfolio%20-%202/assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	(from https://static1.squarespace.com/static/sitecss/5fbadc9cb343b8246f822c04/24/55dccafee4b04b8e0d7b6d4d/5fd805c68f52e72873cf9d15/961/site.css)
23:58:57	1314/1314	---M--	200	added ('OK')	image/png	etag:%22a97813aa1c8a5764999edfb5a5295281%22	https://static1.squarespace.com/universal/images-v6/damask/image-inside-64-dark.png	C:/My%20Web%20Sites/Portfolio%20-%202/static1.squarespace.com/universal/images-v6/damask/image-inside-64-dark.png	(from https://static1.squarespace.com/static/sitecss/5fbadc9cb343b8246f822c04/24/55dccafee4b04b8e0d7b6d4d/5fd805c68f52e72873cf9d15/961/site.css)
23:58:58	2831/2831	---M--	200	added ('OK')	image/png	etag:%225605efa1576bc2746410ce0ae77f5949%22	https://static1.squarespace.com/universal/images-v6/damask/image-inside-128-dark.png	C:/My%20Web%20Sites/Portfolio%20-%202/static1.squarespace.com/universal/images-v6/damask/image-inside-128-dark.png	(from https://static1.squarespace.com/static/sitecss/5fbadc9cb343b8246f822c04/24/55dccafee4b04b8e0d7b6d4d/5fd805c68f52e72873cf9d15/961/site.css)
23:58:59	176/176	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	C:/My%20Web%20Sites/Portfolio%20-%202/assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	(from https://static1.squarespace.com/static/sitecss/5fbadc9cb343b8246f822c04/24/55dccafee4b04b8e0d7b6d4d/5fd805c68f52e72873cf9d15/961/site.css)
23:59:01	3058/3058	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:59%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	C:/My%20Web%20Sites/Portfolio%20-%202/assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	(from https://static1.squarespace.com/static/sitecss/5fbadc9cb343b8246f822c04/24/55dccafee4b04b8e0d7b6d4d/5fd805c68f52e72873cf9d15/961/site.css)
23:59:02	0/0	---M--	301	error ('Moved%20Permanently')	image/png	date:Fri,%2005%20Aug%202022%2018:29:00%20GMT	http://static1.squarespace.com/static/5fbadc9cb343b8246f822c04/t/5fd9bb49fc576a11288d6fa6/1650389845221/Screen_00.png?format=1500w	C:/My%20Web%20Sites/Portfolio%20-%202/static1.squarespace.com/static/5fbadc9cb343b8246f822c04/t/5fd9bb49fc576a11288d6fa6/1650389845221/Screen_00.2f26f7.delayed	(from https://www.Sharonyeunkim.com/onnit)
23:59:02	528275/528275	---M--	200	added ('OK')	image/png	etag:CKnF3JWB0u0CEAE=	https://images.squarespace-cdn.com/content/5fbadc9cb343b8246f822c04/1608104781889-9NSGQZHV18AE6IFT6BYH/Screen_00.png?format=1500w&content-type=image%2Fpng	C:/My%20Web%20Sites/Portfolio%20-%202/images.squarespace-cdn.com/content/5fbadc9cb343b8246f822c04/1608104781889-9NSGQZHV18AE6IFT6BYH/Screen_002acd.png	(from https://www.Sharonyeunkim.com/onnit)
23:59:04	1119927/1119927	---M--	200	added ('OK')	image/png	etag:CMDynNXll+4CEAE=	https://images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1610502567895-LS272EQYGC2F4XWE219P/2_Banner.png	C:/My%20Web%20Sites/Portfolio%20-%202/images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1610502567895-LS272EQYGC2F4XWE219P/2_Banner.png	(from https://www.Sharonyeunkim.com/onnit)
23:59:04	412548/412548	---M--	200	added ('OK')	image/png	etag:CK7rtN71l+4CEAE=	https://images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1610506891797-HU1U96TDRXYOXTAQXLVP/1_solution.png	C:/My%20Web%20Sites/Portfolio%20-%202/images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1610506891797-HU1U96TDRXYOXTAQXLVP/1_solution.png	(from https://www.Sharonyeunkim.com/onnit)
23:59:05	298128/298128	---M--	200	added ('OK')	image/png	etag:CLv0q+z1l+4CEAE=	https://images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1610506920368-9LSS4FC6M6HOBSKRMO1F/2_solution.png	C:/My%20Web%20Sites/Portfolio%20-%202/images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1610506920368-9LSS4FC6M6HOBSKRMO1F/2_solution.png	(from https://www.Sharonyeunkim.com/onnit)
23:59:06	869800/869800	---M--	200	added ('OK')	image/png	etag:CNW+nbf4l+4CEAE=	https://images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1610507611365-0VXMUBY5MH17VS6L237B/3_solution.png	C:/My%20Web%20Sites/Portfolio%20-%202/images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1610507611365-0VXMUBY5MH17VS6L237B/3_solution.png	(from https://www.Sharonyeunkim.com/onnit)
23:59:06	251586/251586	---M--	200	added ('OK')	image/png	etag:CPvfxPX/l+4CEAE=	https://images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1610509628393-UFTC1QUWJ2RHFZQVK66I/image-asset.png	C:/My%20Web%20Sites/Portfolio%20-%202/images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1610509628393-UFTC1QUWJ2RHFZQVK66I/image-asset.png	(from https://www.Sharonyeunkim.com/onnit)
23:59:09	73869/73869	---M--	200	added ('OK')	image/png	etag:COKOiofb1u0CEAE=	https://images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1608266352802-OHK4DPIUFU7G5TAOU2Q6/iPad+Pro+12.9_+-+11.png	C:/My%20Web%20Sites/Portfolio%20-%202/images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1608266352802-OHK4DPIUFU7G5TAOU2Q6/iPad+Pro+12.9_+-+11.png	(from https://www.Sharonyeunkim.com/onnit)
23:59:12	219408/219408	---M--	200	added ('OK')	image/png	etag:CNHKmJPO2+4CEAE=	https://images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1612832719316-59XBZV788O97NFQX8BN6/iPad+Pro+12.9_+-+24.png	C:/My%20Web%20Sites/Portfolio%20-%202/images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1612832719316-59XBZV788O97NFQX8BN6/iPad+Pro+12.9_+-+24.png	(from https://www.Sharonyeunkim.com/onnit)
23:59:12	2915794/2915794	---M--	200	added ('OK')	image/png	etag:CJL1uu3arvACEAE=	https://images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1620086044997-QFHN1B6H2HZ852O8JG9O/Persona.png	C:/My%20Web%20Sites/Portfolio%20-%202/images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1620086044997-QFHN1B6H2HZ852O8JG9O/Persona.png	(from https://www.Sharonyeunkim.com/onnit)
23:59:13	211325/211325	---M--	200	added ('OK')	image/png	etag:CK3a2aXO2+4CEAE=	https://images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1612832765718-KJKCBKF19SH8Z6FVTMLE/iPad+Pro+12.9_+-+28.png	C:/My%20Web%20Sites/Portfolio%20-%202/images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1612832765718-KJKCBKF19SH8Z6FVTMLE/iPad+Pro+12.9_+-+28.png	(from https://www.Sharonyeunkim.com/onnit)
23:59:13	211727/211727	---M--	200	added ('OK')	image/png	etag:CK/yy7fO2+4CEAE=	https://images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1612832804376-AFQ37MXRJ8168K8WLDFX/iPad+Pro+12.9_+-+26.png	C:/My%20Web%20Sites/Portfolio%20-%202/images.squarespace-cdn.com/content/v1/5fbadc9cb343b8246f822c04/1612832804376-AFQ37MXRJ8168K8WLDFX/iPad+Pro+12.9_+-+26.png	(from https://www.Sharonyeunkim.com/onnit)
